NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수,매도,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지
6569,서울특별시 강남구 도곡동,집합,467-6,언주로30길,일반상업,업무,25m이상,79.65, ,"119,000",23,법인,법인,202406,26,,1999,-,중개거래,서울 강남구
6570,서울특별시 중구 서소문동,집합,75-95,서소문로,일반상업,업무,25m이상,33, ,"18,500",15,개인,개인,202406,25,지분,1985,-,직거래,-
6571,서울특별시 노원구 상계동,집합,651-5,동일로,준주거,제1종근린생활,25m이상,73.13, ,"38,000",4,개인,개인,202406,25,,1989,-,중개거래,서울 노원구
6572,서울특별시 양천구 목동,집합,907-7,목동서로,일반상업,업무,12m미만,114.1, ,"133,000",2,개인,개인,202406,25,,2015,-,중개거래,서울 양천구
6573,서울특별시 강서구 마곡동,집합,798-6,마곡중앙로,준주거,업무,25m미만,23.22, ,"16,300",5,개인,개인,202406,25,,2019,-,중개거래,서울 강서구
6574,서울특별시 도봉구 창동,집합,135-28,노해로63길,준주거,제2종근린생활,8m미만,101.58, ,"52,500",2,개인,개인,202406,25,,2003,-,중개거래,서울 도봉구
6575,서울특별시 마포구 창전동,일반,3**,독막로,제3종일반주거,제2종근린생활,25m이상,60.24,48,"150,000",,개인,법인,202406,25,,1999,-,중개거래,서울 마포구
6576,서울특별시 영등포구 여의도동,집합,44-35,여의대방로,일반상업,업무,25m이상,55.64, ,"24,500",8,개인,개인,202406,25,,1980,-,중개거래,"서울 도봉구, 서울 영등포구"
6577,서울특별시 양천구 신정동,집합,1315-9,,일반상업,업무,25m이상,36, ,"35,000",,법인,개인,202406,25,,1981,-,직거래,-
6578,서울특별시 동대문구 장안동,집합,443-12,천호대로91길,제2종일반주거,제2종근린생활,8m미만,61.38, ,"22,000",1,법인,개인,202406,25,,,-,중개거래,서울 동대문구
6579,서울특별시 중구 을지로3가,일반,1**,을지로,일반상업,제1종근린생활,25m이상,686.67,191.1,"2,300,000",,법인,법인,202406,25,,1956,-,직거래,-
6580,서울특별시 광진구 화양동,집합,21-20,동일로,일반상업,제2종근린생활,25m이상,46.06, ,"75,824",1,개인,법인,202406,25,,2017,-,직거래,-
6581,서울특별시 중구 필동2가,일반,2*,퇴계로42길,제2종일반주거,제2종근린생활,8m미만,53.72,105.8,"123,000",,개인,개인,202406,25,,1900,-,중개거래,서울 중구
6582,서울특별시 강남구 대치동,집합,989,삼성로,제3종일반주거,제1종근린생활,25m이상,22.23, ,"200,000",1,법인,개인,202406,25,,1980,-,중개거래,서울 강남구
6583,서울특별시 용산구 원효로2가,일반,6*,원효로56길,제3종일반주거,제2종근린생활,8m미만,127.65,130.2,"220,000",,법인,개인,202406,25,,2019,-,중개거래,서울 용산구
6584,서울특별시 광진구 화양동,집합,21-20,동일로,일반상업,제2종근린생활,25m이상,44.74, ,"74,176",1,개인,법인,202406,25,,2017,-,직거래,-
6585,서울특별시 강북구 미아동,집합,701-3,솔샘로,준주거,판매,25m미만,28.96, ,"29,000",1,개인,개인,202406,25,,1971,-,중개거래,서울 강북구
6586,서울특별시 영등포구 여의도동,집합,01월 17일,국회대로,일반상업,업무,25m이상,51.2, ,"55,000",3,법인,개인,202406,25,,1986,-,중개거래,서울 영등포구
6587,서울특별시 종로구 관철동,일반,1*,삼일대로15길,일반상업,제2종근린생활,8m미만,754.51,128.6,"519,500",,법인,개인,202406,25,,,-,중개거래,서울 서초구
6588,서울특별시 종로구 창신동,집합,436-41,종로44길,일반상업,판매,12m미만,11.57, ,"10,000",,개인,개인,202406,25,,1970,-,중개거래,서울 종로구
6589,서울특별시 강서구 방화동,집합,612-197,방화동로5가길,준주거,업무,8m미만,26.38, ,"8,800",2,개인,개인,202406,25,,2021,-,직거래,-
6590,서울특별시 성동구 금호동1가,집합,633,금호로,제3종일반주거,제2종근린생활,25m미만,31.2, ,"12,000",,개인,개인,202406,25,,2001,-,중개거래,서울 성동구
6591,서울특별시 강북구 수유동,일반,1**,한천로,준주거,제1종근린생활,25m이상,1702.39,656.9,"1,600,000",,공공기관,개인,202406,25,,2006,-,직거래,-
6592,서울특별시 용산구 갈월동,집합,101-49,한강대로,일반상업,제2종근린생활,25m이상,124.87, ,"25,000",,법인,개인,202406,25,,2004,-,중개거래,서울 용산구
6593,서울특별시 노원구 상계동,집합,1117-33,동일로242나길,제2종일반주거,제1종근린생활,8m미만,59.46, ,"24,000",2,개인,개인,202406,25,,2014,-,중개거래,서울 노원구
6594,서울특별시 강남구 역삼동,집합,821,테헤란로,일반상업,제1종근린생활,25m이상,85.99, ,"160,000",13,법인,개인,202406,25,,2005,-,중개거래,"부산 남구, 서울 강남구"
6595,서울특별시 성북구 동소문동1가,일반,5*,성북로2길,제2종일반주거,제2종근린생활,12m미만,918.52,308.1,"335,000",,개인,개인,202406,25,,1994,-,중개거래,서울 강남구
6596,서울특별시 관악구 봉천동,집합,729-24,보라매로5가길,일반상업,업무,25m미만,51.12, ,"22,200",5,개인,개인,202406,25,,2000,20240819,중개거래,서울 동작구
6597,서울특별시 송파구 문정동,집합,150,중대로,제3종일반주거,제2종근린생활,25m이상,11.96, ,"65,000",1,개인,법인,202406,25,,,-,직거래,-
6598,서울특별시 서초구 서초동,일반,1***,남부순환로,제3종일반주거,제2종근린생활,25m이상,2998.06,302.74,"1,580,000",,법인,법인,202406,25,지분,1991,-,직거래,-
6599,서울특별시 강동구 암사동,집합,414-18,고덕로,제3종일반주거,제2종근린생활,25m이상,34, ,"43,000",3,개인,개인,202406,25,,2008,-,중개거래,서울 강동구
6600,서울특별시 송파구 거여동,집합,696,오금로,제3종일반주거,제2종근린생활,25m이상,279.1, ,"105,000",,개인,개인,202406,25,,2021,-,중개거래,서울 송파구
6601,서울특별시 송파구 장지동,집합,895,위례광장로,준주거,제2종근린생활,25m이상,36.49, ,"27,400",,개인,개인,202406,24,,2016,-,직거래,-
6602,서울특별시 강동구 고덕동,집합,*,,준주거,제2종근린생활,-,48.26, ,"74,500",,개인,개인,202406,24,,2023,-,중개거래,서울 강동구
6603,서울특별시 송파구 장지동,집합,895,위례광장로,준주거,제2종근린생활,25m이상,36.49, ,"27,400",,개인,개인,202406,24,,2016,20240715,직거래,-
6604,서울특별시 송파구 장지동,집합,895,위례광장로,준주거,제2종근린생활,25m이상,63.31, ,"47,600",,개인,개인,202406,24,,2016,20240715,직거래,-
6605,서울특별시 서초구 방배동,집합,1024-6,방배로,제3종일반주거,제2종근린생활,25m이상,97.02, ,"48,000",,개인,개인,202406,24,,1983,-,중개거래,서울 서초구
6606,서울특별시 서초구 방배동,일반,9**,방배로16길,제2종일반주거,제2종근린생활,8m미만,116,217.1,"216,000",,법인,공공기관,202406,24,,1978,-,직거래,-
6607,서울특별시 송파구 장지동,집합,895,위례광장로,준주거,제2종근린생활,25m이상,63.31, ,"47,600",,개인,개인,202406,24,,2016,-,직거래,-
6608,서울특별시 강서구 내발산동,집합,675-20,우장산로6길,제2종일반주거,제2종근린생활,8m미만,28.66, ,"15,000",6,개인,개인,202406,24,,2014,-,직거래,-
6609,서울특별시 강북구 번동,집합,429-23,덕릉로48길,제3종일반주거,제1종근린생활,8m미만,36.1, ,"19,400",1,법인,개인,202406,24,,2015,-,직거래,-
6610,서울특별시 강북구 번동,일반,3**,오현로28길,제2종일반주거,제2종근린생활,12m미만,172.47,99,"72,000",,법인,개인,202406,24,,2011,-,중개거래,서울 강남구
6611,서울특별시 용산구 한강로2가,집합,2-132,한강대로39길,일반상업,업무,8m미만,30.26, ,"44,000",4,개인,개인,202406,24,,2012,-,중개거래,서울 용산구
6612,서울특별시 강서구 화곡동,집합,371-1,가로공원로80길,제3종일반주거,제2종근린생활,25m이상,40.28, ,"11,000",3,개인,기타,202406,24,,2015,-,직거래,-
6613,서울특별시 강남구 삼성동,집합,04월 04일,선릉로130길,제3종일반주거,제2종근린생활,25m미만,17.19, ,"26,250",1,법인,개인,202406,24,지분,1975,-,중개거래,서울 강남구
6614,서울특별시 동대문구 답십리동,집합,1009,천호대로55길,제3종일반주거,제2종근린생활,25m이상,20.77, ,"15,500",2,개인,개인,202406,24,,2018,-,중개거래,서울 동대문구
6615,서울특별시 동대문구 답십리동,집합,530-4,황물로,일반상업,제2종근린생활,25m이상,26.55, ,"39,000",,개인,개인,202406,24,,2019,-,중개거래,서울 동대문구
6616,서울특별시 영등포구 여의도동,집합,Feb-36,국제금융로6길,일반상업,업무,25m미만,51.73, ,"52,000",9,개인,개인,202406,24,,1984,-,중개거래,서울 영등포구
6617,서울특별시 강남구 역삼동,일반,6**,봉은사로26길,제3종일반주거,교육연구,12m미만,1427.03,519.6,"2,000,000",,법인,법인,202406,24,,2003,-,중개거래,서울 강남구
6618,서울특별시 영등포구 여의도동,집합,Feb-36,국제금융로6길,일반상업,업무,25m미만,51.73, ,"52,000",9,개인,개인,202406,24,,1984,20240723,중개거래,서울 영등포구
6619,서울특별시 중구 수표동,일반,1*,수표로,일반상업,제1종근린생활,8m미만,511.14,165,"1,048,000",,법인,법인,202406,24,,1984,-,직거래,-
6620,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.07, ,375,,개인,법인,202406,24,,1998,20240627,중개거래,서울 광진구
6621,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.07, ,375,,개인,법인,202406,24,,1998,20240627,중개거래,서울 광진구
6622,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.07, ,375,,개인,법인,202406,24,,1998,20240627,중개거래,서울 광진구
6623,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.07, ,375,,개인,법인,202406,24,,1998,20240627,중개거래,서울 광진구
6624,서울특별시 서대문구 연희동,집합,136-12,연희로12길,제3종일반주거,제2종근린생활,8m미만,37.44, ,"28,000",,개인,개인,202406,24,,2016,-,직거래,-
6625,서울특별시 마포구 아현동,집합,437-3,마포대로,준주거,제2종근린생활,25m이상,121.65, ,"35,000",,개인,개인,202406,24,,1987,-,중개거래,서울 마포구
6626,서울특별시 마포구 상암동,집합,1641,월드컵북로47길,제3종일반주거,기타,25m미만,118.59, ,"165,000",16,개인,개인,202406,23,,2010,20240822,중개거래,서울 마포구
6627,서울특별시 마포구 상암동,집합,1641,월드컵북로47길,제3종일반주거,기타,25m미만,118.59, ,"165,000",16,개인,개인,202406,23,,2010,-,중개거래,서울 마포구
6628,서울특별시 강서구 등촌동,집합,698-1,공항대로41길,준주거,제1종근린생활,25m미만,101.65, ,"23,600",,개인,개인,202406,23,,1995,-,중개거래,서울 강서구
6629,서울특별시 은평구 역촌동,집합,55-35,갈현로,제2종일반주거,제1종근린생활,25m미만,95.05, ,"35,000",2,개인,법인,202406,23,,2003,-,중개거래,서울 은평구
6630,서울특별시 마포구 신수동,집합,375-1,토정로15길,제2종일반주거,제2종근린생활,12m미만,30.36, ,"35,500",1,개인,개인,202406,22,,2015,-,중개거래,서울 마포구
6631,서울특별시 동대문구 답십리동,집합,990,답십리로56길,제3종일반주거,제2종근린생활,8m미만,22.72, ,"7,500",2,개인,개인,202406,22,,2000,-,중개거래,서울 동대문구
6632,서울특별시 광진구 구의동,일반,2**,자양로18길,준주거,제2종근린생활,8m미만,494.53,165.6,"370,000",,법인,개인,202406,22,,2011,-,중개거래,서울 광진구
6633,서울특별시 양천구 신정동,집합,1311,,제3종일반주거,제2종근린생활,25m미만,36.54, ,"20,000",3,개인,개인,202406,22,,2005,-,중개거래,서울 양천구
6634,서울특별시 성동구 하왕십리동,집합,1070,왕십리로,제3종일반주거,판매,25m이상,61.62, ,"68,000",2,개인,개인,202406,22,,2016,-,중개거래,서울 성동구
6635,서울특별시 노원구 중계동,집합,360-9,한글비석로,준주거,업무,25m이상,27.85, ,"16,500",,개인,개인,202406,22,,2000,-,중개거래,서울 노원구
6636,서울특별시 마포구 신공덕동,집합,15-80,만리재로,일반상업,제2종근린생활,25m이상,11.21, ,"17,000",1,개인,개인,202406,22,,2015,-,중개거래,서울 마포구
6637,서울특별시 강남구 개포동,집합,1206-2,개포로28길,제2종일반주거,제2종근린생활,12m미만,39.87, ,"39,000",1,개인,개인,202406,22,,2016,-,중개거래,서울 강남구
6638,서울특별시 강남구 역삼동,집합,701-1,언주로,일반상업,숙박,25m이상,27.84, ,"19,000",16,개인,개인,202406,22,,,20240723,중개거래,서울 서초구
6639,서울특별시 강서구 등촌동,집합,717,양천로,준공업,교육연구,25m이상,75.38, ,"43,000",9,개인,개인,202406,22,,2006,-,중개거래,서울 강서구
6640,서울특별시 강남구 역삼동,집합,701-1,언주로,일반상업,숙박,25m이상,27.84, ,"19,000",16,개인,개인,202406,22,,2008,20240724,중개거래,서울 서초구
6641,서울특별시 강남구 압구정동,집합,455,압구정로29길,제3종일반주거,제2종근린생활,25m이상,33.22, ,"194,000",,개인,개인,202406,22,,1978,-,중개거래,서울 강남구
6642,서울특별시 강남구 역삼동,집합,701-1,언주로,일반상업,숙박,25m이상,27.84, ,"19,000",16,개인,개인,202406,22,,2008,20240725,중개거래,서울 서초구
6643,서울특별시 강남구 대치동,집합,66,영동대로,제3종일반주거,제1종근린생활,25m이상,27.71, ,"64,000",,개인,개인,202406,22,,,-,중개거래,서울 강남구
6644,서울특별시 강남구 대치동,집합,66,영동대로,제3종일반주거,제1종근린생활,25m이상,27.71, ,"64,000",,개인,개인,202406,22,,1983,20240718,중개거래,서울 강남구
6645,서울특별시 강남구 역삼동,집합,701-1,언주로,일반상업,숙박,25m이상,27.34, ,"19,000",16,개인,개인,202406,22,,2008,-,중개거래,서울 서초구
6646,서울특별시 중랑구 묵동,집합,239-180,동일로159길,제2종일반주거,제2종근린생활,8m미만,42.47, ,"36,000",3,개인,개인,202406,22,,2020,20241007,직거래,-
6647,서울특별시 노원구 중계동,집합,505,섬밭로,제3종일반주거,판매,25m미만,28.93, ,"5,000",,개인,개인,202406,22,,1989,-,직거래,-
6648,서울특별시 송파구 오금동,집합,43,오금로35길,제3종일반주거,제1종근린생활,25m이상,26.23, ,"65,000",,개인,개인,202406,22,지분,1984,-,중개거래,서울 송파구
6649,서울특별시 강동구 길동,집합,458,진황도로,일반상업,제2종근린생활,25m미만,28.08, ,"36,500",18,개인,법인,202406,21,,2023,-,중개거래,서울 강동구
6650,서울특별시 서초구 방배동,일반,7**,동광로,제2종일반주거,제2종근린생활,8m미만,162.9,105.1,"219,500",,개인,개인,202406,21,,1983,-,중개거래,서울 서초구
6651,서울특별시 송파구 잠실동,집합,Feb-35,석촌호수로,제3종일반주거,제2종근린생활,25m이상,13.5, ,"12,000",1,개인,개인,202406,21,,,-,중개거래,서울 은평구
6652,서울특별시 서초구 반포동,일반,1**,서래로7길,제2종일반주거,제2종근린생활,12m미만,762.22,264,"716,000",,법인,개인,202406,21,,2004,-,중개거래,서울 강남구
6653,서울특별시 서초구 서초동,일반,1***,남부순환로,제3종일반주거,업무,25m이상,29784.83,4588.6,"20,230,000",,법인,법인,202406,21,,1990,-,직거래,-
6654,서울특별시 관악구 신림동,집합,1727,난곡로,제1종일반주거,제1종근린생활,25m이상,25.65, ,"3,500",,개인,개인,202406,21,,2003,-,중개거래,서울 관악구
6655,서울특별시 금천구 시흥동,집합,984,시흥대로,준공업,제2종근린생활,25m이상,22.86, ,"23,000",2,법인,개인,202406,21,,1987,-,중개거래,서울 금천구
6656,서울특별시 양천구 신월동,집합,231-1,월정로19길,제2종일반주거,제1종근린생활,25m미만,67.52, ,"55,000",,법인,개인,202406,21,,1977,20240809,중개거래,서울 양천구
6657,서울특별시 강남구 논현동,일반,2**,선릉로121길,제3종일반주거,업무,12m미만,1126.48,395,"1,660,000",,개인,개인,202406,21,,1982,20240909,중개거래,서울 강남구
6658,서울특별시 강북구 번동,집합,411,덕릉로41길,제3종일반주거,제1종근린생활,25m이상,63.45, ,"26,000",1,개인,개인,202406,21,,2009,-,중개거래,서울 강북구
6659,서울특별시 금천구 시흥동,집합,984,시흥대로,준공업,제2종근린생활,25m이상,22.86, ,"22,000",3,법인,개인,202406,21,,1987,-,중개거래,서울 금천구
6660,서울특별시 구로구 구로동,집합,606-1,구로중앙로,준공업,제2종근린생활,25m이상,42.25, ,"8,000",,법인,개인,202406,21,,1981,-,직거래,-
6661,서울특별시 구로구 구로동,집합,606-1,구로중앙로,준공업,제1종근린생활,25m이상,42.98, ,"8,000",,법인,개인,202406,21,,1981,-,직거래,-
6662,서울특별시 성북구 동선동1가,집합,01월 02일,동소문로,일반상업,판매,25m이상,3.9, ,"5,200",30,법인,개인,202406,21,,2008,-,직거래,-
6663,서울특별시 성북구 동선동1가,집합,01월 02일,동소문로,일반상업,판매,25m이상,3.9, ,"5,200",30,법인,개인,202406,21,,2008,-,직거래,-
6664,서울특별시 금천구 시흥동,집합,984,시흥대로,준공업,제2종근린생활,25m이상,22.86, ,"18,000",2,개인,개인,202406,21,,1987,-,중개거래,서울 금천구
6665,서울특별시 마포구 노고산동,집합,107-17,백범로,일반상업,업무,25m이상,8.86, ,"5,000",8,개인,개인,202406,21,,2006,-,중개거래,서울 마포구
6666,서울특별시 성북구 동선동1가,집합,01월 02일,동소문로,일반상업,판매,25m이상,3.9, ,"8,450",10,법인,개인,202406,21,,2008,-,직거래,-
6667,서울특별시 강북구 번동,집합,411,덕릉로41길,제3종일반주거,제1종근린생활,25m이상,43.22, ,"17,000",1,개인,개인,202406,21,,2009,-,중개거래,서울 강북구
6668,서울특별시 용산구 후암동,집합,265-11,두텁바위로37길,제2종일반주거,제1종근린생활,8m미만,117.78, ,"135,000",,개인,법인,202406,21,,1996,-,중개거래,서울 용산구
6669,서울특별시 강북구 번동,집합,411,덕릉로41길,제3종일반주거,제1종근린생활,25m이상,67.27, ,"26,000",1,개인,개인,202406,21,,2009,-,중개거래,서울 강북구
6670,서울특별시 용산구 후암동,집합,Feb-41,후암로34길,제2종일반주거,제2종근린생활,8m미만,40.48, ,"32,500",2,개인,개인,202406,21,,2009,-,중개거래,서울 용산구
6671,서울특별시 은평구 불광동,집합,248,통일로,제3종일반주거,제2종근린생활,25m이상,8.93, ,"8,250",,법인,개인,202406,21,,1988,-,중개거래,서울 은평구
6672,서울특별시 금천구 시흥동,집합,984,시흥대로,준공업,제1종근린생활,25m이상,24.84, ,"65,000",1,개인,개인,202406,21,,1987,-,중개거래,서울 금천구
6673,서울특별시 마포구 동교동,집합,165-8,양화로,근린상업,제2종근린생활,25m이상,24.57, ,"13,200",,개인,개인,202406,21,,1999,-,중개거래,서울 마포구
6674,서울특별시 중구 순화동,집합,215,통일로,일반상업,업무,25m이상,55.48, ,"37,465",11,법인,법인,202406,21,,2006,-,직거래,-
6675,서울특별시 강남구 개포동,집합,186-15,개포로,일반상업,제1종근린생활,25m미만,27.17, ,"119,500",1,개인,개인,202406,21,,,-,중개거래,서울 강남구
6676,서울특별시 은평구 불광동,집합,248,통일로,제3종일반주거,제2종근린생활,25m이상,8.93, ,"8,250",,개인,개인,202406,21,,1988,-,중개거래,서울 은평구
6677,서울특별시 강남구 청담동,일반,9*,압구정로72길,제2종일반주거,제2종근린생활,8m미만,735.96,241.5,"1,680,000",,법인,법인,202406,21,,2023,-,중개거래,서울 강남구
6678,서울특별시 종로구 인의동,집합,Feb-48,종로,일반상업,판매,25m이상,6.3, ,600,,개인,개인,202406,21,,2006,-,중개거래,서울 종로구
6679,서울특별시 강북구 번동,집합,411,덕릉로41길,제3종일반주거,제1종근린생활,25m이상,43.22, ,"6,000",2,개인,개인,202406,21,,2009,-,중개거래,서울 강북구
6680,서울특별시 강서구 화곡동,집합,372-86,가로공원로,제2종일반주거,제1종근린생활,8m미만,36.86, ,"10,700",2,개인,개인,202406,21,,2010,-,중개거래,서울 강서구
6681,서울특별시 금천구 시흥동,집합,984,시흥대로,준공업,제2종근린생활,25m이상,22.86, ,"17,000",3,개인,개인,202406,21,,1987,-,중개거래,서울 금천구
6682,서울특별시 용산구 한강로2가,집합,15-47,,일반상업,판매,12m미만,12.43, ,"38,000",,법인,개인,202406,21,,,-,중개거래,서울 용산구
6683,서울특별시 용산구 한강로2가,집합,15-47,,일반상업,판매,12m미만,17.03, ,"42,500",21,개인,개인,202406,21,,,-,중개거래,서울 용산구
6684,서울특별시 마포구 연남동,일반,3**,동교로38길,제2종일반주거,제2종근린생활,8m미만,296.72,145,"400,000",,개인,개인,202406,21,,1991,20240707,중개거래,서울 강남구
6685,서울특별시 강남구 도곡동,집합,467-6,언주로30길,일반상업,업무,25m이상,28.14, ,"43,000",32,개인,법인,202406,21,,1999,-,중개거래,서울 강남구
6686,서울특별시 종로구 인의동,집합,Feb-48,종로,일반상업,판매,25m이상,6.3, ,600,,개인,개인,202406,21,,2006,-,중개거래,서울 종로구
6687,서울특별시 중구 신당동,집합,193-2,마장로1가길,일반상업,판매,25m이상,6.59, ,"48,000",,개인,개인,202406,21,,2006,-,직거래,-
6688,서울특별시 강남구 논현동,일반,2**,논현로124길,제3종일반주거,제2종근린생활,8m미만,631.94,218,"790,000",,법인,법인,202406,21,,1991,-,중개거래,서울 강남구
6689,서울특별시 도봉구 쌍문동,집합,248-2,시루봉로,제1종일반주거,제2종근린생활,25m미만,320.67, ,"53,348",,법인,법인,202406,21,,1990,-,직거래,-
6690,서울특별시 강북구 번동,집합,411,덕릉로41길,제3종일반주거,제1종근린생활,25m이상,45.12, ,"7,000",2,개인,개인,202406,21,,2009,-,중개거래,서울 강북구
6691,서울특별시 노원구 공릉동,일반,5**,동일로173가길,제3종일반주거,제2종근린생활,25m미만,82.2,191.1,"179,347",,공공기관,공공기관,202406,21,,1983,-,직거래,-
6692,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.07, ,450,,법인,개인,202406,21,,1998,-,직거래,-
6693,서울특별시 광진구 중곡동,집합,Nov-58,긴고랑로33길,제2종일반주거,제2종근린생활,8m미만,20.52, ,"10,000",1,개인,개인,202406,21,,2019,-,중개거래,"서울 강남구, 서울 광진구"
6694,서울특별시 양천구 신월동,집합,231-1,월정로19길,제2종일반주거,제1종근린생활,25m미만,67.52, ,"75,000",,법인,개인,202406,21,,1977,20240809,중개거래,서울 양천구
6695,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.07, ,450,,법인,개인,202406,21,,1998,-,직거래,-
6696,서울특별시 강북구 번동,집합,411,덕릉로41길,제3종일반주거,제1종근린생활,25m이상,63.45, ,"9,000",2,개인,개인,202406,21,,2009,-,중개거래,서울 강북구
6697,서울특별시 강북구 번동,집합,411,덕릉로41길,제3종일반주거,제1종근린생활,25m이상,67.27, ,"10,000",2,개인,개인,202406,21,,2009,-,중개거래,서울 강북구
6698,서울특별시 관악구 봉천동,집합,921-1,청룡2길,준주거,판매,12m미만,9.26, ,"4,800",,개인,개인,202406,21,,1976,-,중개거래,서울 관악구
6699,서울특별시 금천구 시흥동,집합,984,시흥대로,준공업,제1종근린생활,25m이상,24.84, ,"54,000",1,법인,개인,202406,21,,1987,-,중개거래,서울 금천구
6700,서울특별시 강북구 번동,집합,411,덕릉로41길,제3종일반주거,제1종근린생활,25m이상,45.12, ,"17,000",1,개인,개인,202406,21,,2009,-,중개거래,서울 강북구
6701,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,51.38, ,"25,702",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6702,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,41.37, ,"20,701",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6703,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,128.24, ,"64,156",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6704,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,77.25, ,"38,652",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6705,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,77.25, ,"38,652",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6706,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,77.25, ,"38,652",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6707,서울특별시 영등포구 여의도동,집합,44-35,여의대방로,일반상업,업무,25m이상,121.79, ,"52,000",5,개인,법인,202406,20,,1980,-,중개거래,서울 영등포구
6708,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,128.24, ,"64,156",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6709,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,85.3, ,"42,777",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6710,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,83.63, ,"41,843",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6711,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,83.63, ,"41,843",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6712,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,83.63, ,"41,843",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6713,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,83.63, ,"41,843",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6714,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,83.63, ,"41,843",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6715,서울특별시 강서구 화곡동,집합,1165-1,강서로,제3종일반주거,제1종근린생활,25m이상,85.3, ,"42,678",,법인,개인,202406,20,,2015,20240913,중개거래,서울 강남구
6716,서울특별시 용산구 한강로2가,집합,2-37,새창로,일반상업,판매,25m미만,4.96, ,"7,000",4,법인,개인,202406,20,,2006,-,중개거래,서울 용산구
6717,서울특별시 종로구 인의동,집합,Feb-48,종로,일반상업,제2종근린생활,25m이상,42.89, ,"58,000",,법인,개인,202406,20,,2006,-,중개거래,서울 서초구
6718,서울특별시 종로구 인의동,집합,Feb-48,종로,일반상업,제2종근린생활,25m이상,42.89, ,"60,000",,법인,개인,202406,20,,2006,-,중개거래,서울 서초구
6719,서울특별시 용산구 이촌동,집합,300-267,이촌로84길,제3종일반주거,제1종근린생활,12m미만,67.11, ,"202,900",1,법인,개인,202406,20,,2007,-,직거래,-
6720,서울특별시 용산구 원효로2가,일반,6*,원효로56길,제3종일반주거,제2종근린생활,8m미만,249.97,191.4,"340,000",,법인,개인,202406,20,,1993,-,중개거래,서울 용산구
6721,서울특별시 용산구 이촌동,집합,300-267,이촌로84길,제3종일반주거,제2종근린생활,12m미만,114.74, ,"162,500",2,법인,개인,202406,20,,2007,-,직거래,-
6722,서울특별시 용산구 이촌동,집합,300-267,이촌로84길,제3종일반주거,제2종근린생활,12m미만,114.74, ,"127,100",3,법인,개인,202406,20,,2007,-,직거래,-
6723,서울특별시 양천구 목동,집합,622-2,목동중앙북로4길,제2종일반주거,제2종근린생활,12m미만,31, ,"15,000",1,개인,개인,202406,20,,,-,중개거래,"서울 강서구, 서울 양천구"
6724,서울특별시 용산구 이촌동,집합,300-267,이촌로84길,제3종일반주거,제1종근린생활,12m미만,114.74, ,"107,400",4,법인,개인,202406,20,,2007,-,직거래,-
